Game,Ncomments,Ndiscomfort,Pdiscomfort,name
Cogs,31,0.0,0.0,cogs
Cold Fear,31,0.0,0.0,coldfear
Cold War,7,0.0,0.0,coldwar
Cold Zero: No Mercy,10,0.0,0.0,coldzeronomercy
Colin McRae Rally 2.0,26,0.0,0.0,colinmcraerally20
Colin McRae Rally 2005,45,9.0,0.2,colinmcraerally2005
Coliseum,21,0.0,0.0,coliseum
Colossal Cave,17,0.0,0.0,colossalcave
Colour Bind,6,0.0,0.0,colourbind
Comanche 4,10,0.0,0.0,comanche4
Combat Command 2: Danger Forward!,6,0.0,0.0,combatcommand2dangerforward
Combat Command 2: Desert Rats,9,0.0,0.0,combatcommand2desertrats
Combat Flight Simulator 2: WWII Pacific Theater,7,0.0,0.0,combatflightsimulator2wwiipacifictheater
Combat Flight Simulator 3: Battle for Europe,21,0.0,0.0,combatflightsimulator3battleforeurope
Combat Medic: Special Ops,9,0.0,0.0,combatmedicspecialops
Combat Mission 3: Afrika Korps,15,0.0,0.0,combatmission3afrikakorps
Combat Mission: Barbarossa to Berlin,16,0.0,0.0,combatmissionbarbarossatoberlin
Combat Mission: Shock Force,37,0.0,0.0,combatmissionshockforce
Command & Conquer 3: Kane's Wrath,31,0.0,0.0,commandconquer3kaneswrath
Command & Conquer 3: Tiberium Wars,120,2.0,0.0166666666666666,commandconquer3tiberiumwars
Command & Conquer 4: Tiberian Twilight,185,1.0,0.0054054054054054,commandconquer4tiberiantwilight
Command & Conquer Remastered Collection,112,0.0,0.0,commandconquerremasteredcollection
Command & Conquer: Generals,70,0.0,0.0,commandconquergenerals
Command & Conquer: Generals - Zero Hour,74,0.0,0.0,commandconquergeneralszerohour
Command & Conquer: Red Alert,65,0.0,0.0,commandconquerredalert
Command & Conquer: Red Alert 2,65,1.0,0.0153846153846153,commandconquerredalert2
Command & Conquer: Red Alert 2 - Yuri's Revenge,45,0.0,0.0,commandconquerredalert2yurisrevenge
Command & Conquer: Red Alert 3,150,1.0,0.0066666666666666,commandconquerredalert3
Command & Conquer: Red Alert 3 - Uprising,20,0.0,0.0,commandconquerredalert3uprising
Command & Conquer: Renegade,39,0.0,0.0,commandconquerrenegade
Command & Conquer: The First Decade,21,0.0,0.0,commandconquerthefirstdecade
Commander: Conquest of the Americas,11,0.0,0.0,commanderconquestoftheamericas
Commandos 2 HD Remaster,35,0.0,0.0,commandos2hdremaster
Commandos 2: Men of Courage,56,0.0,0.0,commandos2menofcourage
Commandos 3: Destination Berlin,22,0.0,0.0,commandos3destinationberlin
Commandos Strike Force,19,0.0,0.0,commandosstrikeforce
Company of Crime,7,0.0,0.0,companyofcrime
Company of Heroes,318,9.0,0.0283018867924528,companyofheroes
Company of Heroes 2,1497,3.0,0.002004008016032,companyofheroes2
Company of Heroes 2: Ardennes Assault,20,0.0,0.0,companyofheroes2ardennesassault
Company of Heroes 2: The British Forces,36,0.0,0.0,companyofheroes2thebritishforces
Company of Heroes 2: The Western Front Armies,38,0.0,0.0,companyofheroes2thewesternfrontarmies
Company of Heroes 3,40,0.0,0.0,companyofheroes3
Company of Heroes: Opposing Fronts,54,0.0,0.0,companyofheroesopposingfronts
Company of Heroes: Tales of Valor,54,1.0,0.0185185185185185,companyofheroestalesofvalor
Conan Chop Chop,8,0.0,0.0,conanchopchop
Conan Exiles,68,0.0,0.0,conanexiles
Conan Unconquered,16,0.0,0.0,conanunconquered
Conarium,18,0.0,0.0,conarium
Concursion,8,0.0,0.0,concursion
Condemned: Criminal Origins,48,1.0,0.0208333333333333,condemnedcriminalorigins
Conflict Zone,430,0.0,0.0,conflictzone
Conflict: Denied Ops,34,0.0,0.0,conflictdeniedops
Conflict: Desert Storm II - Back to Baghdad,19,0.0,0.0,conflictdesertstormiibacktobaghdad
Conflict: Global Terror,8,0.0,0.0,conflictglobalterror
Conflict: Vietnam,11,0.0,0.0,conflictvietnam
Confrontation,89,0.0,0.0,confrontation
Conglomerate 451,27,0.0,0.0,conglomerate451
Conquest: Frontier Wars,16,0.0,0.0,conquestfrontierwars
Conspiracies,16,0.0,0.0,conspiracies
Contract J.A.C.K.,14,0.0,0.0,contractjack
Contrast (2013),44,0.0,0.0,contrast2013
Control,408,2.0,0.0049019607843137,control
Control: AWE,14,0.0,0.0,controlawe
Control: The Foundation,14,0.0,0.0,controlthefoundation
Convoy,28,0.0,0.0,convoy
Conway: Disappearance at Dahlia View,8,0.0,0.0,conwaydisappearanceatdahliaview
Cornerstone: The Song of Tyrim,41,0.0,0.0,cornerstonethesongoftyrim
Coromon,13,0.0,0.0,coromon
Corpse Party,10,0.0,0.0,corpseparty
Corpse of Discovery,85,0.0,0.0,corpseofdiscovery
Corruption 2029,27,0.0,0.0,corruption2029
Cortex Command,79,0.0,0.0,cortexcommand
Cosmic Star Heroine,16,0.0,0.0,cosmicstarheroine
Cossacks 3,51,0.0,0.0,cossacks3
Cossacks II: Battle for Europe,11,2.0,0.1818181818181818,cossacksiibattleforeurope
Cossacks II: Napoleonic Wars,20,0.0,0.0,cossacksiinapoleonicwars
Cossacks: European Wars,21,0.0,0.0,cossackseuropeanwars
Cossacks: The Art of War,17,0.0,0.0,cossackstheartofwar
Costume Quest 2,11,0.0,0.0,costumequest2
Counter-Strike,652,8.0,0.0122699386503067,counterstrike
Counter-Strike: Condition Zero,277,1.0,0.003610108303249,counterstrikeconditionzero
Counter-Strike: Global Offensive,1148,22.0,0.019163763066202,counterstrikeglobaloffensive
Counter-Strike: Source,1524,13.0,0.0085301837270341,counterstrikesource
Cozy Grove,9,0.0,0.0,cozygrove
Crackdown 3,54,0.0,0.0,crackdown3
Cradle,26,1.0,0.0384615384615384,cradle
Crash Bandicoot 4: It's About Time,39,0.0,0.0,crashbandicoot4itsabouttime
Crash Bandicoot N. Sane Trilogy,62,0.0,0.0,crashbandicootnsanetrilogy
Crashday,12,0.0,0.0,crashday
Crasher,7,0.0,0.0,crasher
Crashlands,17,0.0,0.0,crashlands
Crayon Physics Deluxe,44,1.0,0.0227272727272727,crayonphysicsdeluxe
Crazy Machines 2,9,0.0,0.0,crazymachines2
Crazy Machines 3,12,0.0,0.0,crazymachines3
Creaks,29,1.0,0.0344827586206896,creaks
Create,17,0.0,0.0,create
Crime Cities,6,0.0,0.0,crimecities
Crime Stories: From the Files of Martin Mystere,9,0.0,0.0,crimestoriesfromthefilesofmartinmystere
CrimeCraft,28,0.0,0.0,crimecraft
Crimecraft: Bleedout,25,0.0,0.0,crimecraftbleedout
Crimson Skies,12,0.0,0.0,crimsonskies
Crimsonland,17,0.0,0.0,crimsonland
Cris Tales,14,0.0,0.0,cristales
Crisis Core: Final Fantasy VII Reunion,85,0.0,0.0,crisiscorefinalfantasyviireunion
Crookz: The Big Heist,7,0.0,0.0,crookzthebigheist
Cross Racing Championship 2005,10,0.0,0.0,crossracingchampionship2005
Cross of the Dutchman,14,0.0,0.0,crossofthedutchman
CrossCode,68,1.0,0.0147058823529411,crosscode
CrossFire: Legion,6,0.0,0.0,crossfirelegion
Crossing Souls,20,0.0,0.0,crossingsouls
Crossroads Inn,15,0.0,0.0,crossroadsinn
Crown Trick,21,0.0,0.0,crowntrick
Crowns and Pawns: Kingdom of Deceit,45,0.0,0.0,crownsandpawnskingdomofdeceit
Crucible,21,0.0,0.0,crucible
Crusader Kings,19,0.0,0.0,crusaderkings
Crusader Kings II,243,0.0,0.0,crusaderkingsii
Crusader Kings II: Sons of Abraham,10,0.0,0.0,crusaderkingsiisonsofabraham
Crusader Kings II: The Old Gods,26,0.0,0.0,crusaderkingsiitheoldgods
Crusader Kings III,171,2.0,0.0116959064327485,crusaderkingsiii
Crusader Kings III: The Royal Court,13,0.0,0.0,crusaderkingsiiitheroyalcourt
Crush Your Enemies,8,0.0,0.0,crushyourenemies
Crying Suns,21,0.0,0.0,cryingsuns
Cryostasis: The Sleep of Reason,60,1.0,0.0166666666666666,cryostasisthesleepofreason
Crypt of the NecroDancer,36,0.0,0.0,cryptofthenecrodancer
Crysis,583,6.0,0.0102915951972555,crysis
Crysis 2,510,5.0,0.0098039215686274,crysis2
Crysis 3,289,1.0,0.0034602076124567,crysis3
Crysis Remastered,83,1.0,0.0120481927710843,crysisremastered
Crysis Remastered Trilogy,22,0.0,0.0,crysisremasteredtrilogy
Crysis Warhead,148,1.0,0.0067567567567567,crysiswarhead
Crystal Key 2: The Far Realm,429,0.0,0.0,crystalkey2thefarrealm
Cuban Missile Crisis: The Aftermath,431,0.0,0.0,cubanmissilecrisistheaftermath
Culpa Innata,31,0.0,0.0,culpainnata
Cult of the Lamb,73,0.0,0.0,cultofthelamb
Cultist Simulator,20,0.0,0.0,cultistsimulator
Cultures 2: The Gates of Asgard,8,0.0,0.0,cultures2thegatesofasgard
Cuphead,422,5.0,0.0118483412322274,cuphead
Cuphead in the Delicious Last Course,44,0.0,0.0,cupheadinthedeliciouslastcourse
Curious Expedition 2,14,0.0,0.0,curiousexpedition2
Curse of the Dead Gods,30,0.0,0.0,curseofthedeadgods
Curse: The Eye of Isis,10,0.0,0.0,cursetheeyeofisis
Cursed to Golf,7,0.0,0.0,cursedtogolf
Cyanide & Happiness - Freakpocalypse,7,2.0,0.2857142857142857,cyanidehappinessfreakpocalypse
Cyber Shadow,32,0.0,0.0,cybershadow
Cyberpunk 2077,14765,36.0,0.0024381984422621,cyberpunk2077
D-Day,9,0.0,0.0,dday
D4: Dark Dreams Don't Die,22,0.0,0.0,d4darkdreamsdontdie
DARK,60,0.0,0.0,dark
DARQ,30,0.0,0.0,darq
DC Universe Online,120,0.0,0.0,dcuniverseonline
DCS: Black Shark,14,0.0,0.0,dcsblackshark
DEFCON: Everybody Dies,93,0.0,0.0,defconeverybodydies
DESYNC,14,2.0,0.1428571428571428,desync
DG2: Defense Grid 2,34,0.0,0.0,dg2defensegrid2
DIRT 5,31,0.0,0.0,dirt5
DISTRAINT,33,0.0,0.0,distraint
DNF Duel,7,0.0,0.0,dnfduel
DOFUS,15,1.0,0.0666666666666666,dofus
DOLMEN,20,0.0,0.0,dolmen
DOOM,412,6.0,0.0145631067961165,doom
DOOM 3,352,2.0,0.0056818181818181,doom3
DOOM 3: BFG Edition,68,0.0,0.0,doom3bfgedition
DOOM 3: Resurrection of Evil,60,1.0,0.0166666666666666,doom3resurrectionofevil
DOOM Eternal,2753,11.0,0.0039956411187795,doometernal
DOOM Eternal: The Ancient Gods Part One,58,0.0,0.0,doometernaltheancientgodspartone
DOOM Eternal: The Ancient Gods Part Two,35,3.0,0.0857142857142857,doometernaltheancientgodsparttwo
DOOM VFR,11,0.0,0.0,doomvfr
DRIV3R,35,0.0,0.0,driv3r
DUSK,65,0.0,0.0,dusk
Da New Guys: Day of the Jackass,8,0.0,0.0,danewguysdayofthejackass
Daemon X Machina,27,0.0,0.0,daemonxmachina
Daemonica,11,2.0,0.1818181818181818,daemonica
Dakar 18,440,0.0,0.0,dakar18
Damnation,37,0.0,0.0,damnation
Dance of Death: Du Lac & Fey,78,0.0,0.0,danceofdeathdulacfey
Dandara,24,0.0,0.0,dandara
Dandy Ace,16,0.0,0.0,dandyace
Danganronpa: Trigger Happy Havoc,78,0.0,0.0,danganronpatriggerhappyhavoc
Danger Zone,9,0.0,0.0,dangerzone
Dangerous Golf,18,0.0,0.0,dangerousgolf
Dangerous Waters,14,0.0,0.0,dangerouswaters
Dariusburst: Chronicle Saviours,7,0.0,0.0,dariusburstchroniclesaviours
Dark Age of Camelot,97,1.0,0.0103092783505154,darkageofcamelot
Dark Age of Camelot: Catacombs,28,0.0,0.0,darkageofcamelotcatacombs
Dark Age of Camelot: Shrouded Isles,16,0.0,0.0,darkageofcamelotshroudedisles
Dark Age of Camelot: Trials of Atlantis,22,0.0,0.0,darkageofcamelottrialsofatlantis
Dark Deity,9,0.0,0.0,darkdeity
Dark Devotion,22,0.0,0.0,darkdevotion
Dark Fall 3: Lost Souls,13,0.0,0.0,darkfall3lostsouls
Dark Fall: Lights Out,15,0.0,0.0,darkfalllightsout
Dark Fall: The Journal,11,0.0,0.0,darkfallthejournal
Dark Horizon,7,0.0,0.0,darkhorizon
Dark Messiah of Might and Magic,350,2.0,0.0057142857142857,darkmessiahofmightandmagic
Dark Nights with Poe and Munro,13,0.0,0.0,darknightswithpoeandmunro
Dark Planet: Battle for Natrolis,433,0.0,0.0,darkplanetbattlefornatrolis
Dark Reign 2,17,0.0,0.0,darkreign2
Dark Sector,37,3.0,0.081081081081081,darksector
Dark Souls II,568,6.0,0.0105633802816901,darksoulsii
Dark Souls II: Crown of the Ivory King,21,0.0,0.0,darksoulsiicrownoftheivoryking
Dark Souls II: Crown of the Old Iron King,28,0.0,0.0,darksoulsiicrownoftheoldironking
Dark Souls II: Crown of the Sunken King,35,0.0,0.0,darksoulsiicrownofthesunkenking
Dark Souls II: Scholar of the First Sin,150,1.0,0.0066666666666666,darksoulsiischolarofthefirstsin
Dark Souls III,641,6.0,0.0093603744149766,darksoulsiii
Dark Souls III: Ashes of Ariandel,27,0.0,0.0,darksoulsiiiashesofariandel
Dark Souls III: The Ringed City,29,0.0,0.0,darksoulsiiitheringedcity
Dark Souls Remastered,190,0.0,0.0,darksoulsremastered
Dark Souls: Prepare to Die Edition,412,7.0,0.0169902912621359,darksoulspreparetodieedition
Dark Train,12,0.0,0.0,darktrain
Dark Void,29,0.0,0.0,darkvoid
DarkStar One,26,0.0,0.0,darkstarone
Darkened Skye,7,0.0,0.0,darkenedskye
Darkest Dungeon,177,4.0,0.0225988700564971,darkestdungeon
Darkest Dungeon: The Crimson Court,19,0.0,0.0,darkestdungeonthecrimsoncourt
Darkest of Days,117,0.0,0.0,darkestofdays
Darkness Within: In Pursuit of Loath Nolder,17,0.0,0.0,darknesswithininpursuitofloathnolder
Darkout,11,0.0,0.0,darkout
Darksiders,179,0.0,0.0,darksiders
Darksiders Genesis,103,1.0,0.0097087378640776,darksidersgenesis
Darksiders II,160,2.0,0.0125,darksidersii
Darksiders III,180,1.0,0.0055555555555555,darksidersiii
Darkspore,74,0.0,0.0,darkspore
Darkstar: The Interactive Movie,10,0.0,0.0,darkstartheinteractivemovie
Darkwood,71,0.0,0.0,darkwood
Darwin Project,23,0.0,0.0,darwinproject
Darwinia,62,0.0,0.0,darwinia
Dauntless,111,2.0,0.018018018018018,dauntless
Dave Mirra Freestyle BMX,8,0.0,0.0,davemirrafreestylebmx
Dawn of Discovery,42,0.0,0.0,dawnofdiscovery
Dawn of Discovery: Venice,11,0.0,0.0,dawnofdiscoveryvenice
Dawn of Magic,84,1.0,0.0119047619047619,dawnofmagic
Dawn of Man,35,0.0,0.0,dawnofman
Dawnspire: Prelude,16,0.0,0.0,dawnspireprelude
Day of Defeat,165,1.0,0.006060606060606,dayofdefeat
Day of Defeat: Source,404,3.0,0.0074257425742574,dayofdefeatsource
Day of Infamy,29,0.0,0.0,dayofinfamy
Day of the Tentacle Remastered,41,1.0,0.024390243902439,dayofthetentacleremastered
Daylight,122,0.0,0.0,daylight
Daymare: 1998,62,1.0,0.0161290322580645,daymare1998
Days Gone,394,1.0,0.0025380710659898,daysgone
Dead Cells,137,2.0,0.0145985401459854,deadcells
Dead Cells: Return to Castlevania,7,0.0,0.0,deadcellsreturntocastlevania
Dead Effect,20,0.0,0.0,deadeffect
Dead Horde,22,1.0,0.0454545454545454,deadhorde
Dead In Vinland,13,0.0,0.0,deadinvinland
Dead Island,425,5.0,0.0117647058823529,deadisland
Dead Island: Definitive Collection,23,0.0,0.0,deadislanddefinitivecollection
Dead Island: Riptide,121,2.0,0.0165289256198347,deadislandriptide
Dead Man's Hand,8,0.0,0.0,deadmanshand
Dead Reefs,80,0.0,0.0,deadreefs
Dead Rising 2,75,1.0,0.0133333333333333,deadrising2
Dead Rising 2: Off the Record,27,0.0,0.0,deadrising2offtherecord
Dead Rising 3: Apocalypse Edition,81,0.0,0.0,deadrising3apocalypseedition
Dead Rising 4,26,1.0,0.0384615384615384,deadrising4
Dead Space,72,0.0,0.0,deadspace
Dead Space (2008),412,2.0,0.0048543689320388,deadspace2008
Dead Space 2,238,3.0,0.0126050420168067,deadspace2
Dead Space 3,291,4.0,0.0137457044673539,deadspace3
Dead State,51,0.0,0.0,deadstate
Dead Synchronicity: Tomorrow Comes Today,14,0.0,0.0,deadsynchronicitytomorrowcomestoday
Dead by Daylight,293,3.0,0.0102389078498293,deadbydaylight
Dead or Alive 5 Last Round,38,0.0,0.0,deadoralive5lastround
Dead or Alive 6,52,0.0,0.0,deadoralive6
Dead to Rights,12,0.0,0.0,deadtorights
DeadCore,19,0.0,0.0,deadcore
Deadfall Adventures,46,0.0,0.0,deadfalladventures
Deadlight,124,6.0,0.0483870967741935,deadlight
Deadly Dozen,19,1.0,0.0526315789473684,deadlydozen
Deadly Dozen: Pacific Theater,9,1.0,0.1111111111111111,deadlydozenpacifictheater
Deadly Premonition: The Director's Cut,30,0.0,0.0,deadlypremonitionthedirectorscut
Deadpool,139,1.0,0.0071942446043165,deadpool
Dear Esther,265,2.0,0.0075471698113207,dearesther
Death Rally (2012),31,0.0,0.0,deathrally2012
Death Stranding,689,4.0,0.0058055152394775,deathstranding
Death Stranding: Director's Cut,36,0.0,0.0,deathstrandingdirectorscut
Death Track Racing,9,0.0,0.0,deathtrackracing
Death Track: Resurrection,21,0.0,0.0,deathtrackresurrection
Death by Game Show,6,0.0,0.0,deathbygameshow
Death to Spies,19,0.0,0.0,deathtospies
Death's Door,101,0.0,0.0,deathsdoor
Death's Gambit,21,1.0,0.0476190476190476,deathsgambit
Death's Gambit: Afterlife,42,1.0,0.0238095238095238,deathsgambitafterlife
DeathSpank,27,0.0,0.0,deathspank
DeathSpank: Thongs of Virtue,9,0.0,0.0,deathspankthongsofvirtue
Deathloop,217,0.0,0.0,deathloop
Deathsmiles,7,0.0,0.0,deathsmiles
Deathtrap,23,0.0,0.0,deathtrap
Deep Black: Reloaded,19,1.0,0.0526315789473684,deepblackreloaded
Deep Rock Galactic,117,0.0,0.0,deeprockgalactic
Deep Sky Derelicts,10,0.0,0.0,deepskyderelicts
Defector,15,0.0,0.0,defector
Defenders of Ardania,51,0.0,0.0,defendersofardania
Defense Grid: The Awakening,99,0.0,0.0,defensegridtheawakening
Defense Technica,13,0.0,0.0,defensetechnica
Defiance,269,4.0,0.0148698884758364,defiance
Deliver Us Mars,12,0.0,0.0,deliverusmars
Deliver Us The Moon,52,1.0,0.0192307692307692,deliverusthemoon
Deliver Us The Moon: Fortuna,13,0.0,0.0,deliverusthemoonfortuna
Delta Force: Black Hawk Down,43,0.0,0.0,deltaforceblackhawkdown
Delta Force: Black Hawk Down - Team Sabre,16,0.0,0.0,deltaforceblackhawkdownteamsabre
Delta Force: Land Warrior,24,0.0,0.0,deltaforcelandwarrior
Delta Force: Task Force Dagger,86,0.0,0.0,deltaforcetaskforcedagger
Delta Force: Xtreme,10,0.0,0.0,deltaforcextreme
Delta Force: Xtreme 2,30,0.0,0.0,deltaforcextreme2
Demeo,17,0.0,0.0,demeo
Demetrios - The BIG Cynical Adventure,10,0.0,0.0,demetriosthebigcynicaladventure
Demigod,71,2.0,0.028169014084507,demigod
Democracy,6,0.0,0.0,democracy
Democracy 3,57,0.0,0.0,democracy3
Demon Skin,14,0.0,0.0,demonskin
Demon Turf,8,0.0,0.0,demonturf
Demonworld: Dark Armies,22,0.0,0.0,demonworlddarkarmies
Deponia,83,1.0,0.0120481927710843,deponia
Deponia Doomsday,35,0.0,0.0,deponiadoomsday
Depth,38,0.0,0.0,depth
Descenders,12,0.0,0.0,descenders
Descent 3,71,0.0,0.0,descent3
Desert Child,10,0.0,0.0,desertchild
Desert Rats vs. Afrika Korps,9,0.0,0.0,desertratsvsafrikakorps
Desktop Dungeons,21,0.0,0.0,desktopdungeons
Desperados 2: Cooper's Revenge,10,0.0,0.0,desperados2coopersrevenge
Desperados III,133,0.0,0.0,desperadosiii
Desperados: Wanted Dead or Alive,41,0.0,0.0,desperadoswanteddeadoralive
Desperate Housewives: The Game,9,0.0,0.0,desperatehousewivesthegame
Destination: Treasure Island,16,0.0,0.0,destinationtreasureisland
Destiny 2,559,4.0,0.0071556350626118,destiny2
Destiny 2: Beyond Light,81,1.0,0.0123456790123456,destiny2beyondlight
Destiny 2: Curse of Osiris,45,0.0,0.0,destiny2curseofosiris
Destiny 2: Forsaken,59,0.0,0.0,destiny2forsaken
Destiny 2: Lightfall,52,1.0,0.0192307692307692,destiny2lightfall
Destiny 2: Shadowkeep,103,1.0,0.0097087378640776,destiny2shadowkeep
Destiny 2: The Witch Queen,65,0.0,0.0,destiny2thewitchqueen
Destroy All Humans!,55,0.0,0.0,destroyallhumans
Destroy All Humans! 2 - Reprobed,18,0.0,0.0,destroyallhumans2reprobed
Destroyer Command,80,0.0,0.0,destroyercommand
Detention,31,0.0,0.0,detention
Detroit: Become Human,286,0.0,0.0,detroitbecomehuman
Deus Ex,330,1.0,0.003030303030303,deusex
Deus Ex: Human Revolution,805,7.0,0.008695652173913,deusexhumanrevolution
Deus Ex: Human Revolution - The Missing Link,43,0.0,0.0,deusexhumanrevolutionthemissinglink
Deus Ex: Invisible War,118,0.0,0.0,deusexinvisiblewar
Deus Ex: Mankind Divided,304,3.0,0.0098684210526315,deusexmankinddivided
Deus Ex: The Fall,42,0.0,0.0,deusexthefall
Devastation,17,0.0,0.0,devastation
Devil Daggers,24,0.0,0.0,devildaggers
Devil May Cry 3: Special Edition,51,0.0,0.0,devilmaycry3specialedition
Devil May Cry 4,68,0.0,0.0,devilmaycry4
Devil May Cry 4: Special Edition,26,0.0,0.0,devilmaycry4specialedition
Devil May Cry 5,250,2.0,0.008,devilmaycry5
Devil's Hunt,31,0.0,0.0,devilshunt
Devotion,37,0.0,0.0,devotion
Dex,25,0.0,0.0,dex
DiRT,39,1.0,0.0256410256410256,dirt
DiRT 2,120,0.0,0.0,dirt2
DiRT 3,124,2.0,0.0161290322580645,dirt3
DiRT 4,83,0.0,0.0,dirt4
DiRT Rally,507,0.0,0.0,dirtrally
DiRT Rally 2.0,61,5.0,0.081967213114754,dirtrally20
DiRT Showdown,49,1.0,0.0204081632653061,dirtshowdown
Diablo,145,1.0,0.0068965517241379,diablo
Diablo II,204,0.0,0.0,diabloii
Diablo II: Lord of Destruction,122,1.0,0.0081967213114754,diabloiilordofdestruction
Diablo II: Resurrected,1370,9.0,0.0065693430656934,diabloiiresurrected
Diablo III,4898,37.0,0.0075541037158023,diabloiii
Diablo III: Reaper of Souls,389,4.0,0.0102827763496143,diabloiiireaperofsouls
Diablo III: Rise of the Necromancer,40,0.0,0.0,diabloiiiriseofthenecromancer
Diablo Immortal,2828,2.0,0.0007072135785007,diabloimmortal
Diaries of a Spaceport Janitor,49,0.0,0.0,diariesofaspaceportjanitor
Dice Legacy,23,0.0,0.0,dicelegacy
Dicey Dungeons,23,0.0,0.0,diceydungeons
Die Hard: Nakatomi Plaza,21,0.0,0.0,diehardnakatomiplaza
Diggles,16,1.0,0.0625,diggles
Diluvion,13,0.0,0.0,diluvion
Din's Curse,22,0.0,0.0,dinscurse
Dino Crisis,22,0.0,0.0,dinocrisis
Dino Island,13,0.0,0.0,dinoisland
Dinocide,82,0.0,0.0,dinocide
Diplomacy,16,0.0,0.0,diplomacy
Dirt Track Racing: Sprint Cars,33,1.0,0.0303030303030303,dirttrackracingsprintcars
Dirty Bomb,90,0.0,0.0,dirtybomb
Disc Room,28,0.0,0.0,discroom
Disciples II: Dark Prophecy,47,0.0,0.0,disciplesiidarkprophecy
Disciples II: Guardians of the Light,20,0.0,0.0,disciplesiiguardiansofthelight
Disciples II: Rise of the Elves,18,0.0,0.0,disciplesiiriseoftheelves
Disciples II: Servants of the Dark,11,0.0,0.0,disciplesiiservantsofthedark
Disciples III: Renaissance,33,0.0,0.0,disciplesiiirenaissance
Disciples: Liberation,58,0.0,0.0,disciplesliberation
Disco Elysium,338,0.0,0.0,discoelysium
Disco Elysium: The Final Cut,173,4.0,0.0231213872832369,discoelysiumthefinalcut
Disgaea PC,14,0.0,0.0,disgaeapc
Dishonored,865,7.0,0.0080924855491329,dishonored
Dishonored 2,400,1.0,0.0025,dishonored2
Dishonored: Death of the Outsider,60,0.0,0.0,dishonoreddeathoftheoutsider
Dishonored: The Brigmore Witches,45,0.0,0.0,dishonoredthebrigmorewitches
Dishonored: The Knife of Dunwall,47,0.0,0.0,dishonoredtheknifeofdunwall
Disintegration,16,0.0,0.0,disintegration
Disjunction,13,0.0,0.0,disjunction
Disney Pirates of the Caribbean: At World's End,15,0.0,0.0,disneypiratesofthecaribbeanatworldsend
Disney's Atlantis: The Lost Empire - Trial By Fire,8,0.0,0.0,disneysatlantisthelostempiretrialbyfire
Disney's TRON: Evolution,15,0.0,0.0,disneystronevolution
Disney's Toontown Online,35,0.0,0.0,disneystoontownonline
Disney/Pixar Cars,17,0.0,0.0,disneypixarcars
Disney/Pixar The Incredibles,8,2.0,0.25,disneypixartheincredibles
Disney/Pixar Toy Story 3,11,0.0,0.0,disneypixartoystory3
Distant Worlds 2,16,0.0,0.0,distantworlds2
Divine Divinity,39,0.0,0.0,divinedivinity
Divinity II: Ego Draconis,45,1.0,0.0222222222222222,divinityiiegodraconis
Divinity II: The Dragon Knight Saga,63,0.0,0.0,divinityiithedragonknightsaga
Divinity: Dragon Commander,73,0.0,0.0,divinitydragoncommander
Divinity: Original Sin,492,8.0,0.016260162601626,divinityoriginalsin
Divinity: Original Sin II,437,2.0,0.0045766590389016,divinityoriginalsinii
DmC: Devil May Cry,359,7.0,0.0194986072423398,dmcdevilmaycry
Doc Clock: The Toasted Sandwich of Time,12,0.0,0.0,docclockthetoastedsandwichoftime
Dodgeball Academia,30,0.0,0.0,dodgeballacademia
Dogs of War: Battle On Primus IV,6,0.0,0.0,dogsofwarbattleonprimusiv
Doki Doki Literature Club Plus!,28,1.0,0.0357142857142857,dokidokiliteratureclubplus
Doki Doki Literature Club!,200,0.0,0.0,dokidokiliteratureclub
Dome Keeper,10,0.0,0.0,domekeeper
Domination (2005),7,0.0,0.0,domination2005
Dominions 3: The Awakening,29,0.0,0.0,dominions3theawakening
Dominions II: The Ascension Wars,18,0.0,0.0,dominionsiitheascensionwars
Don Bluth Presents: Dragon's Lair HD,7,0.0,0.0,donbluthpresentsdragonslairhd
Don't Forget Me,7,0.0,0.0,dontforgetme
Don't Starve,236,3.0,0.0127118644067796,dontstarve
Donut County,40,0.0,0.0,donutcounty
Door Kickers,39,0.0,0.0,doorkickers
Dorfromantik,19,0.0,0.0,dorfromantik
Dota 2,3829,17.0,0.0044398015147558,dota2
Double Dragon IV,10,0.0,0.0,doubledragoniv
Downward Spiral: Horus Station,9,0.0,0.0,downwardspiralhorusstation
Downwell,34,0.0,0.0,downwell
Dracula 3: The Path of the Dragon,8,0.0,0.0,dracula3thepathofthedragon
Dracula: The Last Sanctuary,11,0.0,0.0,draculathelastsanctuary
Dracula: The Resurrection,10,0.0,0.0,draculatheresurrection
Dragon Age II,1769,16.0,0.0090446579988694,dragonageii
Dragon Age II: Legacy,38,0.0,0.0,dragonageiilegacy
Dragon Age: Inquisition,1595,15.0,0.0094043887147335,dragonageinquisition
Dragon Age: Inquisition - Jaws Of Hakkon,22,2.0,0.0909090909090909,dragonageinquisitionjawsofhakkon
Dragon Age: Inquisition - Trespasser,20,0.0,0.0,dragonageinquisitiontrespasser
Dragon Age: Origins,801,9.0,0.0112359550561797,dragonageorigins
Dragon Age: Origins - Awakening,62,0.0,0.0,dragonageoriginsawakening
Dragon Age: Origins - Return to Ostagar,11,0.0,0.0,dragonageoriginsreturntoostagar
Dragon Ball FighterZ,53,0.0,0.0,dragonballfighterz
Dragon Ball Z: Kakarot,60,0.0,0.0,dragonballzkakarot
Dragon Ball: The Breakers,25,0.0,0.0,dragonballthebreakers
